Key,Name,Created,Updated,D42 ID,Type,Subtype,Is Virtual Host,Is Network Device,Is Blade Chassis,Serial No,Asset No,UUID,Notes,In Service,Service Level,Object Category,Tags,Hardware,Room,Rack,Start At,IP Addresses,MAC Addresses,OS,OS Version,Total CPUs,Cores Per CPU,Threads Per Core,CPU Speed,RAM,Local Used Space,Local Free Space,Local Total Space,BIOS,Location,Last Discovered,Customer,Host Device,Building,Business Applications,Cluster,Last Boot Time
CMDB-17048,lu3cintegra2Gb40Gb12.2v1.0.13,30/May/23 12:18 PM,03/Oct/23 3:05 AM,5134,virtual,VMWare,false,false,false,,,42225329-C9B1-2D65-697A-5D5EA514291C,,false,Decommissioned,,"Contern,Luxembourg,3C,Integra,SIP_Server,Decommissioned",,Room 1,Rack-A03,,,00:50:56:a2:96:51,SUSE Linux Enterprise 11 (32-bit),,1,2,1,,2.0,,,,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,27/Sep/23 6:03 AM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-17453,lu3cintegra37,30/May/23 12:18 PM,11/Jan/24 3:11 AM,5509,virtual,VMWare,false,false,false,,,50139E9D-19E9-1972-E995-D580BAE325A8,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,Room 1,Rack-A03,,172.17.18.137,00:50:56:12:01:37,SUSE Linux (32-bit),,1,1,1,,1.0,,,,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,10/Jan/24 7:12 AM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-17470,lu3cintegra40,30/May/23 12:18 PM,11/Jan/24 3:11 AM,5526,virtual,VMWare,false,false,false,,,5013DDC6-1FE2-A6E7-E374-05E1FBD7C3FB,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,Room 1,Rack-A03,,172.17.18.140,00:50:56:12:01:40,SUSE Linux (32-bit),,1,1,1,,1.0,,,,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,10/Jan/24 7:12 AM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-17427,lu3cintegra41.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5484,virtual,VMWare,false,false,false,VMWARE-50 13 B3 90 82 BC CC 12-F2 06 A2 8F A2 70 0D 16,,5013B390-82BC-CC12-F206-A28FA2700D16,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,Room 1,Rack-A03,,172.17.18.141,00:50:56:12:01:41,SuSE,11.1 | 2.6.27.21-0.1-default,1,1,1,2.79,1.0,3.29,0.93,4.22,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-17423,lu3cintegra43.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5480,virtual,VMWare,false,false,false,VMWARE-50 13 35 C2 67 58 5F 98-F7 67 FD 79 C5 D8 9C AE,,501335C2-6758-5F98-F767-FD79C5D89CAE,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,Room 1,Rack-A03,,172.17.18.143,00:50:56:12:01:43,SuSE,11.1 | 2.6.27.21-0.1-default,1,1,1,2.1,1.0,2.45,1.77,4.22,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-17465,lu3cintegra55,30/May/23 12:18 PM,11/Jan/24 3:11 AM,5521,virtual,VMWare,false,false,false,,,50132C43-70E7-5FF5-A405-8CB65BE938FA,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,Room 1,Rack-A03,,172.17.18.155,00:50:56:12:01:55,SUSE Linux (32-bit),,1,1,1,,1.0,,,,,Contern | Room 1 | Rack-A03 | lu3cd1ppesx05.3cint.com,10/Jan/24 7:12 AM,,lu3cd1ppesx05.3cint.com,Contern,Integra [3C],,
CMDB-16993,lu3cintegra56017.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5084,virtual,VMWare,false,false,false,,,423056F0-85EA-C136-3944-7ADB4FF274D2,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.17,00:50:56:b0:8e:81,openSUSE,12.2 | 3.4.63-2.44-desktop,1,1,1,,1.0,4.16,10.79,14.95,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-17031,lu3cintegra56042.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5119,virtual,VMWare,false,false,false,,,4230491F-0643-BA25-73DD-64A29A4677EA,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.42,00:50:56:b0:80:07,openSUSE,12.2 | 3.4.63-2.44-desktop,2,2,1,,4.0,4.97,32.41,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-16994,lu3cintegra56058.3cint.com,30/May/23 12:18 PM,11/Jan/24 3:10 AM,5085,virtual,VMWare,false,false,false,,,420EB6DD-7848-0CA9-7DF1-D358388B39AE,,false,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.58,00:50:56:8e:9c:41,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.52,33.86,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,10/Jan/24 7:14 AM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-17009,lu3cintegra56072.3cint.com,30/May/23 12:18 PM,11/Jan/24 3:10 AM,5099,virtual,VMWare,false,false,false,,,42223606-A9FB-5CD3-B014-9E48BE6F1A87,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.72,00:50:56:a2:ae:89,SUSE openSUSE (32-bit),,1,1,1,,1.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-22493,lu3cintegra56113.,21/Jun/23 3:04 AM,11/Jan/24 3:08 AM,10645,virtual,VMWare,false,false,false,,,420E0C9A-A3CE-7C3F-8290-252C70BE41F1,,true,Production,,"Contern,Luxembourg,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.56.113,00:50:56:8e:67:38,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,10/Jan/24 7:11 AM,,lu3cd2ppesx04.3cint.com,Bettembourg,,,
CMDB-22498,lu3cintegra56114.,21/Jun/23 3:04 AM,11/Jan/24 3:08 AM,10650,virtual,VMWare,false,false,false,,,420ED5D7-AA29-0095-8709-84807126DCC6,,true,Production,,"Contern,Luxembourg,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.56.114,00:50:56:8e:b1:6b,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx08.3cint.com,10/Jan/24 7:14 AM,,lu3cd2ppesx08.3cint.com,Bettembourg,,,
CMDB-17007,lu3cintegra56120.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5097,virtual,VMWare,false,false,false,,,42226D2D-3768-D4DA-CC61-7AF3FCBFF2E9,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.120,00:50:56:a2:d2:7d,openSUSE,12.2 | 3.4.63-2.44-desktop,2,2,1,,2.0,3.59,33.79,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-17223,lu3cintegra56121.3cint.com,30/May/23 12:18 PM,11/Jan/24 3:10 AM,5298,virtual,VMWare,false,false,false,,,4230ED40-3CF5-68E4-1040-29DA34CB1491,,false,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.56.121,00:50:56:b0:ee:89,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,2.58,34.8,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-16991,lu3cintegra56148.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5082,virtual,VMWare,false,false,false,,,422267A8-242A-2C46-9D57-954E66EE732F,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.148,00:50:56:a2:5d:fe,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.47,33.91,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-16992,lu3cintegra56158.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5083,virtual,VMWare,false,false,false,,,420E5401-CE06-5C72-3B42-BD583FECE220,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A02,,172.17.56.158,00:50:56:8e:ea:50,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.32,34.06,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A02 | lu3cd2ppesx05.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx05.3cint.com,Bettembourg,Integra [3C],,
CMDB-17353,lu3cintegra57066.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5417,virtual,VMWare,false,false,false,,,4222A76A-AB32-5F04-8224-848A406B9815,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.66,00:50:56:a2:9a:e0,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.37,34.01,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx02.3cint.com,Bettembourg,Integra [3C],,
CMDB-17352,lu3cintegra57068.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5416,virtual,VMWare,false,false,false,,,420E428B-0C5E-F7B0-0648-223AD7B824A7,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.68,00:50:56:8e:79:91,openSUSE,12.2 | 3.4.63-2.44-desktop,1,4,1,,4.0,5.15,32.23,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx01.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx01.3cint.com,Bettembourg,Integra [3C],,
CMDB-17354,lu3cintegra57069,30/May/23 12:18 PM,11/Jan/24 3:11 AM,5418,virtual,VMWare,false,false,false,,,420EF3AA-5081-6590-3F6B-5DBC88BB6780,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.69,00:50:56:8e:e8:04,SUSE openSUSE (32-bit),,1,2,1,,2.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx02.3cint.com,Bettembourg,Integra [3C],,
CMDB-17323,lu3cintegra57070.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5389,virtual,VMWare,false,false,false,,,420E8CB2-D70C-4A35-D13C-207B01D66FA9,,false,Decommissioned,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server,Decommissioned",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.70,00:50:56:8e:35:8f,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.85,33.53,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx02.3cint.com,Bettembourg,Integra [3C],,
CMDB-17070,lu3cintegra57071.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5155,virtual,VMWare,false,false,false,,,420EB82B-E82D-7C29-8112-F77309D86F99,,false,Decommissioned,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server,Decommissioned",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.71,00:50:56:8e:fa:9f,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,2.79,2.0,3.32,34.06,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,10/Jan/24 7:12 AM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17091,lu3cintegra57072.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5174,virtual,VMWare,false,false,false,,,4230B9D4-41FD-F3C9-7E79-097069F2DE27,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.72,00:50:56:b0:87:36,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.48,33.9,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17078,lu3cintegra57073.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5162,virtual,VMWare,false,false,false,,,420E6EAC-3294-0A1B-61BF-C08AFED6F438,,true,Decommissioned,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server,Decommissioned",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.73,00:50:56:8e:45:96,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.53,33.85,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17103,lu3cintegra57074.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5186,virtual,VMWare,false,false,false,,,4230B8FC-9FFA-6DA1-3CC4-005D7A907931,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.74,00:50:56:b0:7e:b0,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.12,34.26,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17085,lu3cintegra57075.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5169,virtual,VMWare,false,false,false,,,420E2229-301E-BF1C-A2E1-880244AE0081,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.75,00:50:56:8e:e3:bf,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.66,33.72,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17087,lu3cintegra57076.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5170,virtual,VMWare,false,false,false,,,420E73A3-D27F-337F-3B4F-2FA5B6D068C4,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.76,00:50:56:8e:57:5f,openSUSE,12.2 | 3.4.63-2.44-desktop,2,2,1,,4.0,3.44,33.94,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,SSRS [Fintrax]||Premier Integrated [Fintrax]||Integra [3C],,
CMDB-17072,lu3cintegra57077.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5157,virtual,VMWare,false,false,false,,,420EB734-5EB7-A590-485D-DCF5E30624EE,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.77,00:50:56:8e:26:0f,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,4.21,33.17,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,DB [3C]||Integra [3C]||NAS [3C]||Token [3C],,
CMDB-17221,lu3cintegra57078.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5296,virtual,VMWare,false,false,false,,,42304C54-9B49-8BA4-6ECF-CE75C4A0CDA1,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.78,00:50:56:b0:94:7e,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.86,33.52,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-17243,lu3cintegra57079.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5316,virtual,VMWare,false,false,false,,,420E39F2-3656-4364-42B6-042A8D3CB82B,,false,Decommissioned,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server,Decommissioned",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.79,00:50:56:8e:80:9c,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,2.79,2.0,3.67,33.71,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,10/Jan/24 7:13 AM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-17112,lu3cintegra57080.3cint.com,30/May/23 12:18 PM,11/Jan/24 3:10 AM,5194,virtual,VMWare,false,false,false,,,420E4938-E3C2-3BB0-ADEF-320032095246,,true,Production,,"Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.80,00:50:56:8e:94:64,SUSE openSUSE (32-bit),,2,2,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,10/Jan/24 7:12 AM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17242,lu3cintegra57081.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5315,virtual,VMWare,false,false,false,,,420EC3C4-8F3B-AA59-CF6F-AE25578669F9,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.81,00:50:56:8e:ee:a2,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.77,33.61,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-17216,lu3cintegra57082.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5291,virtual,VMWare,false,false,false,,,4230B44D-0720-FA18-7978-A1649D4E4211,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.82,00:50:56:b0:8e:4e,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.41,33.97,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-22489,lu3cintegra57083.,21/Jun/23 3:04 AM,11/Jan/24 3:08 AM,10641,virtual,VMWare,false,false,false,,,420EA422-A272-C4CF-7399-259FBA2474CC,,true,Production,,"Contern,Luxembourg,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.83,00:50:56:8e:66:80,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx04.3cint.com,10/Jan/24 7:11 AM,,lu3cd2ppesx04.3cint.com,Bettembourg,,,
CMDB-22497,lu3cintegra57084.,21/Jun/23 3:04 AM,11/Jan/24 3:08 AM,10649,virtual,VMWare,false,false,false,,,420EDA7D-7282-B27E-785A-C5184F08967C,,true,Production,,"Contern,Luxembourg,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.84,00:50:56:8e:25:51,Ubuntu Linux (64-bit),,4,1,1,,4.0,,,,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx08.3cint.com,10/Jan/24 7:14 AM,,lu3cd2ppesx08.3cint.com,Bettembourg,,,
CMDB-17102,lu3cintegra57085.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5185,virtual,VMWare,false,false,false,,,423006E3-8E31-088B-6820-4E1461E36395,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.85,00:50:56:b0:48:95,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.14,34.24,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx03.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx03.3cint.com,Bettembourg,Integra [3C],,
CMDB-17226,lu3cintegra57086.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5300,virtual,VMWare,false,false,false,,,4230608F-0BDB-34DB-D571-44B14D81D144,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.86,00:50:56:b0:fc:de,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,2.79,2.0,3.15,34.23,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-17208,lu3cintegra57087.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5284,virtual,VMWare,false,false,false,,,4230ED66-B748-6C91-ADF4-132D144786EE,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.87,00:50:56:b0:8b:b0,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,3.3,34.08,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,Integra [3C],,
CMDB-17228,lu3cintegra57088.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5302,virtual,VMWare,false,false,false,,,4230F5B2-66CF-62FE-15A3-9C5B83BC6A89,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.88,00:50:56:b0:28:01,openSUSE,12.2 | 3.4.63-2.44-desktop,1,2,1,,2.0,4.51,32.87,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx07.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx07.3cint.com,Bettembourg,DB [3C]||Integra [3C]||NAS [3C]||Token [3C],,
CMDB-17220,lu3cintegra57089.3cint.com,30/May/23 12:18 PM,12/Jan/24 3:10 AM,5295,virtual,VMWare,false,false,false,,,420E93BB-92B2-C5AF-D0D3-DC51788E76E3,,true,Production,,"Bettembourg,Contern,Luxembourg,3C,Integra,SIP_Server",,DC1.1 - SER-04-0 Cage 1 - 3C Payment,Rack-A03,,172.17.57.89,00:50:56:8e:f1:d4,openSUSE,12.2 | 3.4.63-2.44-desktop,2,2,1,,4.0,3.35,34.03,37.38,,Bettembourg | DC1.1 - SER-04-0 Cage 1 - 3C Payment | Rack-A03 | lu3cd2ppesx02.3cint.com,11/Jan/24 10:02 PM,,lu3cd2ppesx02.3cint.com,Bettembourg,Integra [3C],,
